name;avg_price;cuisine_features;telephone;address;location;opinions;ratings;comments_count;                 features;schedule;appetizing_dishes;restaurant_features;similar_restaurants;web_site
Cafe bar amapola;;;tel:+34911827134;alcala de henares, Alcala de Henares;alcala de henares, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;{"Lunes": "09:00-03:00", "Martes": "09:00-03:00", "Mi\u00e9rcoles": "09:00-03:00", "Jueves": "09:00-03:00", "Viernes": "09:00-03:00", "S\u00e1bado": "09:00-03:00", "Domingo": "09:00-03:00"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Turkisch Kebab - Nueva Alcala, Barloshermanos, McDonald's, Casa Angela;
Jeston;Rango de precios por persona hasta 9 €;;tel:+34918827018;Teniente Ruiz, Alcala de Henares;Teniente Ruiz, Alcala de Henares, Comunidad de Madrid, España;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Familia Tung, Cheess Burger, Herbolario Doshermanas, Makabeo Taberna;
Martidia;;;tel:+34918788901;Calle Cervantes, 2, Alcala de Henares;Calle Cervantes, 2, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Yelp": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Yelp": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Wok Buffet Libre, Candela Urban, Kneipe, El Cabas de Pereda;
Pinky Steak House;;;tel:+34918305526;AVD Juan.CarlosI N13 C.C Garena Plaza Local13/16, Alcala de Henares;AVD Juan.CarlosI N13 C.C Garena Plaza Local13/16, Alcala de Henares, Comunidad de Madrid, España, 28806;{"carne a la parrilla": "excellent", "carne": "excellent", "parrillada": "excellent"};{"Facebook": "3,3/5"};{"Facebook": "3"};Entrega, Asientos al aire libre, Para llevar, Reserva;;carne a la parrilla, carne, parrillada, laing, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos;comida para llevar, pedir comida a domicilio, estupenda ubicación, desayuno, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Panza llena corazón contento, Gastroteca Cerrajeros 14, Tapa Boca Chica, La dolce vita;
LA TABERNA DE LUZ;;;;C. Juan Oro, 16, 17, Alcala de Henares;C. Juan Oro, 16, 17, Alcala de Henares, Comunidad de Madrid, España;{"completo": "excellent"};{"Google": "5.0/5"};{"Google": "1"};No hay entrega;{"Lunes": "07:00-21:00", "Martes": "07:00-21:00", "Mi\u00e9rcoles": "07:00-21:00", "Jueves": "07:00-21:00", "Viernes": "07:00-21:00", "S\u00e1bado": "11:00-16:00", "Domingo": "Cerrado"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Cafetería Bedmar, Restaurnte Oriental You, Neverland Park, 13 en La Posada;
Comidas De Empresa;;;;C. Federico Mompou, Alcala de Henares;C. Federico Mompou, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "2.5/5"};{"Google": "2"};No hay entrega;{"Lunes": "09:30-23:00", "Martes": "09:30-23:00", "Mi\u00e9rcoles": "08:00-23:00", "Jueves": "08:00-23:00", "Viernes": "08:00-23:00", "S\u00e1bado": "10:00-23:00", "Domingo": "10:00-23:00"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Braserie Acasa, Cafetería Bedmar, Teranga, La Tartera del Sapito;
Sushibar- Kura;;;tel:+34910102507;Calle de Luis Madrona 2, Alcala de Henares;Calle de Luis Madrona 2, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Trip": "Sin valorar a\u00fan"};{"Trip": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante asador Alcalá 2, Comidas Caseras De La Charito, Crepsus Originals-Alcalá, Villa Bakery;
MuMa;;;;C. San Juan, 3, Alcala de Henares;C. San Juan, 3, Alcala de Henares, Comunidad de Madrid, España;{"tapas": "empty", "morcilla": "empty", "ensaladas": "empty", "tostada": "empty", "laing": "empty"};{"Foursquare": "Sin valorar a\u00fan"};{"Foursquare": "4"};;;tapas, morcilla, ensaladas, laing, morcilla, carne, pescado, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Caramel urban music, Infusiones y Café, coimbra, los fogones de alcala;
El Españolito;Rango de precios por persona 22 €-43 €;;;Calle de Bustamante de la Cámara, 1, Alcala de Henares;Calle de Bustamante de la Cámara, 1, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Yelp": "Sin valorar a\u00fan", "Foursquare": "Sin valorar a\u00fan"};{"Yelp": 0, "Foursquare": "3"};Sin reserva;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Don Cafeone, Martidia, Candela Urban, Dulces Mágicos De Patricia;
Cursos Fondant de La Casa del Fondant;;;;C/ Angel, nº6, Alcala de Henares;C/ Angel, nº6, Alcala de Henares, Comunidad de Madrid, España, 28807;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;{"Lunes": "10:00-14:00, 17:00-20:00", "Martes": "10:00-14:00, 17:00-20:00", "Mi\u00e9rcoles": "10:00-14:00, 17:00-20:00", "Jueves": "10:00-14:00, 17:00-20:00", "Viernes": "10:00-14:00, 17:00-20:00", "S\u00e1bado": "10:00-14:00", "Domingo": "Cerrado"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Martidia, Cheess Burger, El Cabas de Pereda, Lendy;
Bar Fama;;;;C. Villalar de los Comuneros, 4, Alcala de Henares;C. Villalar de los Comuneros, 4, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "1.0/5"};{"Google": "1"};No hay entrega;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Taperia La Gaviota, Cheess Burger, Parri Brasa, Herbolario Doshermanas;
La Pequeña Venecia - www.mestherzm85.com;;;;28804, Alcala de Henares;28804, Alcala de Henares, Comunidad de Madrid, España;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;BOUTIQUE CASTILLO S.L., McDonald's, El Cafetito, Bajo Cero;
13 en La Posada;Rango de precios por persona 22 €-43 €;;tel:+34911572603;Avda. de Madrid, 2, Alcala de Henares;Avda. de Madrid, 2, Alcala de Henares, Comunidad de Madrid, España, 28802;{};{"Foursquare": "Sin valorar a\u00fan"};{"Foursquare": "1"};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Infusiones y Café, manhattan, Pinky Steak House, Tapa Boca Chica;
Bar Los Castañeda;;;;C. Río Alberche, Alcala de Henares;C. Río Alberche, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "1.0/5"};{"Google": "2"};No hay entrega;{"Lunes": "09:00-22:00", "Martes": "09:00-22:00", "Mi\u00e9rcoles": "09:00-22:00", "Jueves": "09:00-22:00", "Viernes": "09:00-22:00", "S\u00e1bado": "11:00-22:30", "Domingo": "11:00-22:30"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Panza llena corazón contento, A Casa Mia, King Kebab, McDonald's;
Cerveceria La Facultad;;Española;;Goya 8, Alcala de Henares;Goya 8, Alcala de Henares, Comunidad de Madrid, España, 28813;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Buddakan Fusion, Boca Chica, Bar De Tapas, Las cucharas;
Restaurante City de or;;Comida Rápida;;Calle Infante Don Luis, Alcala de Henares;Calle Infante Don Luis, Alcala de Henares, Comunidad de Madrid, España, 28803;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;King Kebab-Pizzeria, Meson DON JOSE, New York Burger Alcalá, Hamburguer;
Burger King España;;Comida Rápida;tel:+34911933933;Avda. Valladolid Nº2. C.C. El Val L-224/226, Alcala de Henares;Avda. Valladolid Nº2. C.C. El Val L-224/226, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "5/5"};{"Facebook": 0};;{"Lunes": "12:30-00:30", "Martes": "12:30-00:30", "Mi\u00e9rcoles": "12:30-00:30", "Jueves": "12:30-00:30", "Viernes": "12:30-01:00", "S\u00e1bado": "12:30-01:00", "Domingo": "12:30-00:30"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Telepizza, Europa Kebab II, El Sabroso De Alcalá, Don Kebap_Alcalá;https://www.burgerking.es
Casa de extremadura;Rango de precios por persona 9 €-22 €;Española;;Ronda pescadería, Alcala de Henares;Ronda pescadería, Alcala de Henares, Comunidad de Madrid, España, 28801;{"carne": "empty", "queso": "empty", "cerdo": "empty", "jam\u00f3n": "empty"};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "1", "Facebook": 0};;;carne, queso, cerdo, jamón, laing, pescado, tapas, rape, patatas, sopa, empanadas, aves de corral, pollo, la salsa;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Sexto Sentido, Mesón León de Oro, La Galería, Cafetería Bar Puerta del Vado;
Tasca De Suso;Rango de precios por persona 22 €-43 €;Española;;Avenida castilla, 3 posterior, Alcala de Henares;Avenida castilla, 3 posterior, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "1", "Facebook": 0};Asientos al aire libre, Sin reserva;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Sexto Sentido, Tony Romas, Boca Chica, Makabeo Taberna;
Inversiones KV1 Sl;;Comida Rápida;;30 Calle Empecinado, Alcala de Henares;30 Calle Empecinado, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;King Kebab-Pizzeria, Meson DON JOSE, New York Burger Alcalá, Hamburguer;
Fast Food & Kebab Co Sl.;;Comida Rápida;;1 Avenida Lope de Figueroa, Alcala de Henares;1 Avenida Lope de Figueroa, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Telepizza, Europa Kebab II, Échale Huevos, El Sabroso De Alcalá;
El Sabroso Mihai y Rod;;Comida Rápida;;Avenida Lope de Figueroa, Alcala de Henares;Avenida Lope de Figueroa, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Telepizza, Europa Kebab II, Échale Huevos, El Sabroso De Alcalá;
Alimentacion y Paladar;;Comida Rápida;;34B Vía Complutense, Alcala de Henares;34B Vía Complutense, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Walibaba Kebab House, Échale Huevos, Meson DON JOSE, Kebab Parsa;
Fast Food Kebab Compan;;Comida Rápida;;12 Avenida Lope de Figueroa, Alcala de Henares;12 Avenida Lope de Figueroa, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Telepizza, Europa Kebab II, El Sabroso De Alcalá, Don Kebap_Alcalá;
Bistro de Paris;;Comida Rápida;;Calle Río Bornova, Alcala de Henares;Calle Río Bornova, Alcala de Henares, Comunidad de Madrid, España, 28803;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;King Kebab-Pizzeria, Meson DON JOSE, New York Burger Alcalá, El Rustidor de Alcala II;
Arantxa Tapas;;Asiática, China, Italiana, Mediterránea, Española;tel:+34678259126;C. Río Alagón, 11, Alcala de Henares;C. Río Alagón, 11, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};Tarjetas de crédito aceptadas, No hay entrega, Para llevar;{"Lunes": "14:00-20:00", "Martes": "14:00-20:00", "Mi\u00e9rcoles": "14:00-20:00", "Jueves": "14:00-20:00", "Viernes": "14:00-20:00", "S\u00e1bado": "14:00-20:00", "Domingo": "14:00-20:00"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Porron, La Gitana Loca, La Posada del Indalo, Cafetería Bar Puerta del Vado;
Restaurante Zacarias;Rango de precios por persona 9 €-22 €;Española;;Avenida De Ávila, Alcala de Henares;Avenida De Ávila, Alcala de Henares, Comunidad de Madrid, España;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "1", "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Paolo, Restaurante Tonifergo, Boca Chica, Bar De Tapas;
Cervecería El Barrio;Rango de precios por persona 22 €-43 €;Española;;Coruña, 14, Alcala de Henares;Coruña, 14, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "3", "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Paolo, Boca Chica, Bar De Tapas, Makabeo Taberna;
Marsara Restauracion Sl.;;Comida Rápida;;1 Avenida Miguel de Unamuno, Alcala de Henares;1 Avenida Miguel de Unamuno, Alcala de Henares, Comunidad de Madrid, España, 28806;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Dubai Kebab, King Doner Kebab, Walibaba Kebab House, Telepizza;
A Casa Mia;Rango de precios por persona hasta 9 €;Sureña;tel:+34918828715;Calle Escritorios 12, Alcala de Henares;Calle Escritorios 12, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Foursquare": "Sin valorar a\u00fan"};{"Foursquare": "1"};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Ki-Jote, Bar Pastrana, Ébano Gastro Experience, La Celiacoteca;
Pizzagestion Azahar S.L.;;Pizza;;Av. de la Alcarria, 4, Alcala de Henares;Av. de la Alcarria, 4, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};No hay entrega, Para llevar;{"Lunes": "Cerrado", "Martes": "12:00-21:30", "Mi\u00e9rcoles": "12:00-21:30", "Jueves": "12:00-23:00", "Viernes": "12:00-23:00", "S\u00e1bado": "12:00-23:00", "Domingo": "12:00-17:30"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante La Tagliatella | Alcalá Magna, Alcalá de Henares, Domino's Pizza, Papizza, Walibaba Kebab House;
Cervecería-Tapas Andalvǵa;;Española;;Calle Vaqueras, 6, Alcala de Henares;Calle Vaqueras, 6, Alcala de Henares, Comunidad de Madrid, España;{};{"Google": "Sin valorar a\u00fan"};{"Google": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Porron, La Gitana Loca, La Posada del Indalo, El Escudo;
Taperia La Gaviota;;Española;;Gil de andrade, 16, Alcala de Henares;Gil de andrade, 16, Alcala de Henares, Comunidad de Madrid, España, 28804;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Buddakan Fusion, Boca Chica, Makabeo Taberna, Encuentro Albert&helen;
Istanbul Döner Kebap;Rango de precios por persona hasta 9 €;Hebrea;;C.C. Cuadernillos, Alcala de Henares;C.C. Cuadernillos, Alcala de Henares, Comunidad de Madrid, España;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Ki-Jote, Ébano Gastro Experience, Vaoke Gastro Bar, Restaurante Shiva;
Fans de La Dolce Vita de Alcalá;;Italiana, Pizza;tel:+34619843902;C/ Victoria, 3, Alcala de Henares;C/ Victoria, 3, Alcala de Henares, Comunidad de Madrid, España, 28806;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Pizzeria Bella Napoli, The Urban pizza, Telepizza Alcalá de Henares, Puerta del Vado - Comida a Domicilio, Pizza Grill;
Dall'agnese;Rango de precios por persona hasta 9 €;Pizza;tel:+34918808205;Av. de la Alcarria, 14, Alcala de Henares;Av. de la Alcarria, 14, Alcala de Henares, Comunidad de Madrid, España;{};{"Foursquare": "Sin valorar a\u00fan", "Google": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "1", "Google": 0, "Facebook": 0};Para llevar;{"Lunes": "Cerrado", "Martes": "12:00-23:00", "Mi\u00e9rcoles": "12:00-23:00", "Jueves": "12:00-23:00", "Viernes": "12:00-23:00", "S\u00e1bado": "12:00-23:00", "Domingo": "12:00-23:00"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Papa John's Pizza, Pizzeria Carlos, Restaurante La Tagliatella | Alcalá Magna, Alcalá de Henares, Domino's Pizza;
Teranga;Rango de precios por persona 9 €-22 €;Española;tel:+34918810898;Andrés Llorente, 1, Alcala de Henares;Andrés Llorente, 1, Alcala de Henares, Comunidad de Madrid, España, 28007;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Latitud Sur, El Escudo, Cervecería Belmari, Boca Chica;
King Kebab;Rango de precios por persona hasta 9 €;Comida Rápida;tel:+34918798170;Parque Comercial Y De Ocio "Los Cuadernillos", Carretera N-2M, Km 34, Parcela 3B, Alcala de Henares;Parque Comercial Y De Ocio "Los Cuadernillos", Carretera N-2M, Km 34, Parcela 3B, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": 0, "Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;King Kebab-Pizzeria, Meson DON JOSE, New York Burger Alcalá, Hamburguer;http://www.burgerking.es
Cheess Burger;;Comida Rápida;tel:+34918792025;LIBREROS 38, Alcala de Henares;LIBREROS 38, Alcala de Henares, Comunidad de Madrid, España, 28801;{};{"Facebook": "Sin valorar a\u00fan"};{"Facebook": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Walibaba Kebab House, Échale Huevos, Meson DON JOSE, Kebab Parsa;
Casa Angela;Rango de precios por persona 9 €-22 €;Mediterránea;tel:+34918830661;Avda. de Daganzo km 2,200, Alcala de Henares;Avda. de Daganzo km 2,200, Alcala de Henares, Comunidad de Madrid, España, 28806;{};{"Foursquare": "Sin valorar a\u00fan"};{"Foursquare": 0};;;laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante El Infante de Alcalá, MOMO La Garena, Con mucho gusto, Terraza Iviasa;
